MeasurementRun,Coments,BeamSize,AcceleratingVoltage,BeamCurrent,StandardID,n,SiO2,SD_SiO2,RSD_SiO2,TiO2,SD_TiO2,RSD_TiO2,Al2O3,SD_Al2O3,RSD_Al2O3,Fe2O3T,SD_Fe2O3T,FeOT,SD_FeOT,RSD_FeOT,MnO,SD_MnO,RSD_MnO,MgO,SD_MgO,RSD_MgO,CaO,SD_CaO,RSD_CaO,Na2O,SD_Na2O,RSD_Na2O,K2O,SD_K2O,RSD_K2O,P2O5,SD_P2O5,RSD_P2O5,Cl,SD_Cl,RSD_Cl,Total,SD1_Total,Rb,SD_Rb,RSD_Rb,Sr,SD_Sr,RSD_Sr,Y,SD_Y,RSD_Y,Zr,SD_Zr,RSD_Zr,Nb,SD_Nb,RSD_Nb,Cs,SD_Cs,RSD_Cs,Ba,SD_Ba,RSD_Ba,La,SD_La,RSD_La,Ce,SD_Ce,RSD_Ce,Pr,SD_Pr,RSD_Pr,Nd,SD_Nd,RSD_Nd,Sm,SD_Sm,RSD_Sm,Eu,SD_Eu,RSD_Eu,Gd,SD_Gd,RSD_Gd,Tb,SD_Tb,RSD_Tb,Dy,SD_Dy,RSD_Dy,Ho,SD_Ho,RSD_Ho,Er,SD_Er,RSD_Er,Tm,SD_Tm,RSD_Tm,Yb,SD_Yb,RSD_Yb,Lu,SD_Lu,RSD_Lu,Hf,SD_Hf,RSD_Hf,Ta,SD_Ta,RSD_Ta,Pb,SD_Pb,RSD_Pb,Th,SD_Th,RSD_Th,U,SD_U,RSD_U
240117,,10,15,6,StHs6/80-G,9,63.00731111,0.79617418,1.26,0.6776,0.04753591,7.02,17.7413,0.05986838,0.34,,,4.42226667,0.14013965,3.17,0.06315556,0.04740101,75.05,1.94217778,0.05890271,3.03,5.33075556,0.10095076,1.89,4.52402222,0.09188148,2.03,1.33896667,0.02861311,2.14,0.1621,0.02729794,16.84,,,,99.22477778,0.74803769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240714,,10,15,6,ATHO-G,10,74.53481,0.25223987,0.34,0.24761,0.03906836,15.78,12.26183,0.12147603,0.99,,,3.19504,0.12919315,4.04,0.08922,0.03451002,38.68,0.1087,0.01282004,11.79,1.69713,0.04013012,2.36,4.15478,0.12056415,2.9,2.7474,0.04927007,1.79,0.02205,0.01781393,80.79,,,,99.05857,0.18315327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240714,,10,15,6,ML3B-G,10,51.43313,0.1870377,0.36,2.11872,0.05555607,2.62,13.68761,0.13482722,0.99,,,10.93116,0.24046951,2.2,0.18284,0.01523535,8.33,6.50938,0.07996924,1.23,10.5,0.11511685,1.1,2.32437,0.10090351,4.34,0.3927,0.03071746,7.82,0.22114,0.02164236,9.79,,,,98.30105,0.30166198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240714,,10,15,6,StHs6/80-G,10,63.19101,0.18520567,0.29,0.72435,0.02155614,2.98,17.61772,0.1400333,0.79,,,4.37909,0.10066015,2.3,0.08515,0.03485112,40.93,1.91137,0.02952099,1.54,5.27388,0.06833193,1.3,4.55746,0.13921865,3.05,1.33398,0.03592826,2.69,0.14591,0.0253579,17.38,,,,99.21992,0.16343949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250117,,10,15,6,ATHO-G,10,74.81643,0.53733257,0.72,0.24069,0.02878543,11.96,12.29827,0.05870769,0.48,,,3.19552,0.10725044,3.36,0.11326,0.05387164,47.56,0.09726,0.01605492,16.51,1.70585,0.03241818,1.9,4.09114,0.08383031,2.05,2.72827,0.06327845,2.32,0.02392,0.0140796,58.86,,,,99.35177,0.64141199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250117,,10,15,6,GOR132-G,10,45.33278,0.28225581,0.62,0.29438,0.02421312,8.23,10.96961,0.07936052,0.72,,,10.24804,0.16929374,1.65,0.15571,0.03639104,23.37,22.20111,0.22607074,1.02,8.53962,0.08076835,0.95,0.83084,0.06755846,8.13,0.02334,0.01464735,62.76,0.0379,0.01639255,43.25,,,,98.63886,0.39657874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250117,,10,15,6,StHs6/80-G,10,63.28834,0.42797669,0.68,0.71106,0.01852225,2.6,17.6993,0.08272389,0.47,,,4.36288,0.06453266,1.48,0.09281,0.0390921,42.12,1.95486,0.02576165,1.32,5.31216,0.07747007,1.46,4.50115,0.12837738,2.85,1.3162,0.03794827,2.88,0.15535,0.02004535,12.9,,,,99.40948,0.45650427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250714,,10,15,6,ATHO-G,9,74.78853333,0.20902904,0.28,0.23733333,0.01975936,8.33,12.18338889,0.18935833,1.55,,,3.16076667,0.11270374,3.57,0.09248889,0.03274269,35.4,0.09373333,0.01067017,11.38,1.66176667,0.05258158,3.16,4.05375556,0.12614728,3.11,2.76824444,0.02753575,0.99,0.02401111,0.01796722,74.83,,,,99.06402222,0.31666132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250714,,10,15,6,ML3B-G,9,51.48,0.28344081,0.55,2.16,0.04730758,2.19,13.74,0.17432461,1.27,,,11.03,0.14137754,1.28,0.17,0.02512962,15.15,6.44,0.08013621,1.24,10.5,0.11351199,1.08,2.29,0.13170916,5.75,0.4,0.0185156,4.67,0.23,0.01351448,5.87,,,,98.43,0.43669402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250714,,10,15,6,StHs6/80-G,9,63.33022222,0.13836478,0.22,0.69441111,0.04015882,5.78,17.46756667,0.17816276,1.02,,,4.41867778,0.14584466,3.3,0.07123333,0.02996569,42.07,1.92396667,0.0396818,2.06,5.25261111,0.07259057,1.38,4.61454444,0.14468235,3.14,1.32311111,0.02297904,1.74,0.1524,0.01551072,10.18,,,,99.24874444,0.41392313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260117,,10,15,6,ATHO-G,17,75.0193,0.2302,0.31,0.2423,0.0323,13.33,12.2927,0.0854,0.69,,,3.1397,0.0988,3.15,0.1098,0.047,42.81,0.1085,0.0147,13.55,1.6965,0.0563,3.32,4.0109,0.4587,11.44,2.7334,0.0562,2.06,0.0296,0.0185,62.5,,,,99.41634118,0.34408907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260117,,10,15,6,GOR132-G,17,45.5314,0.1642,0.36,0.3063,0.0259,8.46,10.9729,0.0713,0.65,,,10.0893,0.1159,1.15,0.1605,0.0352,21.93,22.1645,0.12,0.54,8.5267,0.0984,1.15,0.8,0.0554,6.93,0.0343,0.0175,51.02,0.0351,0.022,62.68,,,,98.62963529,0.24799656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
